"TSE number","names"
"40970","高圧ガス工業 | KOATSU GAS KOGYO | コウアツガスコウギョウ"
"40910","日本酸素ホールディングス | NIPPON SANSO HOLDINGS | ニッポンサンソホールディングス"
"40920","日本化学工業 | Nippon Chemical Industrial | ニホンカガクコウギョウ"
"40940","日本化学産業 | NIHON KAGAKU SANGYO | ニホンカガクサンギョウ"
"40930","東邦アセチレン | toho acetylene | トウホウアセチレン"
"40310","片倉コープアグリ | Katakura & Co-op Agri | カタクラコープアグリ"
"41020","丸尾カルシウム | Maruo Calcium | マルオカルシウム"
"40880","エア・ウォーター | AIR WATER | エアウォーター"
"61370","小池酸素工業 | KOIKE SANSO KOGYO | コイケサンソコウギョウ"
"40980","チタン工業 | Titan Kogyo, Ltd. | チタンコウギョウカブシキカイシャ"
"44620","石原ケミカル | ISHIHARA CHEMICAL | イシハラケミカル"
"41090","ステラケミファ | STELLA CHEMIFA | ステラケミファ"
"40820","第一稀元素化学工業 | ダイイチキゲンソカガクコウギョウ"
"41880","三菱ケミカルグループ | Mitsubishi Chemical Gloup | ミツビシケミカルグループカブシキカイシャ"
"41120","保土谷化学工業 | Hodogaya Chemical | ホドガヤカガクコウギョウカブシキカイシャ"
"41130","田岡化学工業 | TAOKA CHEMICAL COMPANY, LIMITED | タオカカガクコウギョウカブシキカイシャ"
"41140","日本触媒 | NIPPON SHOKUBAI | ニッポンショクバイ"
"41820","三菱瓦斯化学 | MITSUBISHI GAS CHEMICAL COMPANY, | ミツビシガスカガク"
"41510","協和キリン | Kyowa Kirin | キョウワキリン"
"42020","ダイセル | DAICEL | ダイセル"
"42030","住友ベークライト | Sumitomo Bakelite Company Limited | スミトモベークライト"
"42040","積水化学工業 | Sekisui Chemical | セキスイカガクコウギョウ"
"42050","日本ゼオン | ZEON | ニッポンゼオンカブキシガイシャ"
"42150","タキロンシーアイ | C.I. TAKIRON | タキロンシーアイ"
"42060","アイカ工業 | Aica Kogyo Company, Limited | アイカコウギョウ"
"49960","クミアイ化学工業 | KUMIAI CHEMICAL INDUSTRY | クミアイカガクコウギョウカブシキカイシャ"
"78710","フクビ化学工業 | FUKUVI CHEMICAL INDUSTRY | フクビカガクコウギョウ"
"42160","旭有機材 | ASAHI YUKIZAI | アサヒユウキザイ"
"46200","藤倉化成 | FUJIKURA KASEI CO,.LTD. | フジクラカセイ"
"42210","大倉工業 | Okura Industrial | オオクラコウギョウ"
"42720","日本化薬 | NIPPON KAYAKU | ニホンカヤク"
"43670","広栄化学 | KOEI CHEMICAL COMPANY,LIMITED | コウエイカガク"
"42200","リケンテクノス | RIKEN TECHNOS | リケンテクノス"
"42220","児玉化学工業 | KODAMA CHEMICAL INDUSTRY | コダマカガクコウギョウ"
"41830","三井化学 | Mitsui Chemicals, | ミツイカガク"
"40990","四国化成ホールディングス | SHIKOKU KASEI HOLDINGS CORPOLATION | シコクカセイホールディングス"
"41000","戸田工業 | TODA KOGYO CORP. | トダコウギョウ"
"42280","積水化成品工業 | Sekisui Kasei | セキスイカセイヒンコウギョウ"
"58160","オーナンバ | Onamba | オーナンバ"
"45310","有機合成薬品工業 | YUKI GOSEI KOGYO | ユウキゴウセイヤクヒンコウギョウ"
"42740","細谷火工 | HOSOYA PYRO-ENGINEERING | ホソヤカコウ"
"43620","日本精化 | Nippon Fine Chemical | ニッポンセイカ"
"41860","東京応化工業 | TOKYO OHKA KOGYO | トウキョウオウカコウギョウ"
"41870","大阪有機化学工業 | OSAKA ORGANIC CHEMICAL INDUSTRY LTD. | オオサカユウキカガクコウギョウ"
"79580","天馬 | TENMA | テンマ"
"79420","ジェイエスピー | JSP | ジェイエスピー"
"49550","アグロ　カネショウ | AGRO-KANESHO | アグロカネショウ"
"79250","前澤化成工業 | MAEZAWA KASEI INDUSTRIES | マエザワカセイコウギョウ"
"78940","丸東産業 | Maruto Sangyo Co., Ltd | マルトウサンギョウ"
"78880","三光合成 | sanko gosei ltd. | サンコウゴウセイカブシキカイシャ"
"78860","ヤマト・インダストリー | YAMATO INDUSTRY COMPANY,LIMITED | ヤマトインダストリーカブシキカイシャ"
"49600","ケミプロ化成 | CHEMIPRO KASEI KAISHA,LTD | ケミプロカセイカブシキカイシャ"
"42420","タカギセイコー | TAKAGI SEIKO | タカギセイコー"
"34010","帝人 | TEIJIN LIMITED | テイジン"
"34020","東レ | TORAY INDUSTRIES, | トウレ"
"34050","クラレ | KURARAY | クラレ"
"34070","旭化成 | Asahi Kasei | アサヒカセイ"
"44010","ＡＤＥＫＡ | ADEKA | アデカ"
"41180","カネカ | KANEKA | カネカ"
"44030","日油 | NOF | ニチユ"
"44040","ミヨシ油脂 | MiyoshiOil&Fat | ミヨシユシ"
"44060","新日本理化 | New Japan Chemical | シンニホンリカ"
"44520","花王 | Kao | カオウ"
"44710","三洋化成工業 | SANYO CHEMICAL INDUSTRIES,LTD. | サンヨウカセイコウギョウ"
"44610","第一工業製薬 | DKS Co. Ltd. | ダイイチコウギョウセイヤクカブシガイシャ"
"44090","東邦化学工業 | TOHO CHEMICAL INDUSTRY COMPANY,LIMITED | トウホウカガクコウギョウ"
"44630","日華化学 | NICCA CHEMICAL | ニッカカガク"
"43650","松本油脂製薬 | MATSUMOTO YUSHI-SEIYAKU | マツモトユシセイヤク"
"44650","ニイタカ | Niitaka | ニイタカ"
"46110","大日本塗料 | Dai Nippon Toryo Company, Limited | ダイニッポントリョウ"
"46120","日本ペイントホールディングス | NIPPON PAINT HOLDINGS | ニッポンペイントホールディングス"
"46130","関西ペイント | KANSAI PAINT | カンサイペイント"
"46150","神東塗料 | SHINTO PAINT COMPANY, LIMITED | シントウトリョウ"
"46160","川上塗料 | KAWAKAMI PAINT MANUFACTURING | カワカミトリョウ"
"46170","中国塗料 | CHUGOKU MARINE PAINTS,LTD. | チュウゴクトリョウ"
"40950","日本パーカライジング | NIHON PARKERIZING | ニホンパーカライジング"
"41190","日本ピグメント | Nippon Pigment Company Limited | ニホンピグメント"
"46190","日本特殊塗料 | Nihon Tokushu Toryo | ニホントクシュトリョウ"
"46310","ＤＩＣ | DIC | ディーアイシー"
"41160","大日精化工業 | Dainichiseika Color & Chemicals Mfg. | ダイニチセイカコウギョウ"
"46340","ａｒｔｉｅｎｃｅ | artience | アーティエンス"
"46350","東京インキ | TOKYO PRINTING INK MFG. | トウキョウインキ"
"46330","サカタインクス | SAKATA INX | サカタインクス"
"41200","スガイ化学工業 | SUGAI CHEMICAL INDUSTRY | スガイカガクコウギョウカブシキカイシャ"
"46230","アサヒペン | ASAHIPEN | アサヒペン"
"46240","イサム塗料 | Isamu Paint | イサムトリョウ"
"46250","アトミクス | ATOMIX | アトミクス"
"79530","菊水化学工業 | KIKUSUI CHEMICAL INDUSTRIES | キクスイカガクコウギョウ"
"46260","太陽ホールディングス | TAIYO HOLDINGS | タイヨウホールディングス"
"46270","ナトコ | NATOCO | ナトコ"
"46280","エスケー化研 | SK KAKEN | エスケーカケン"
"46290","大伸化学 | DAISHIN CHEMICAL | ダイシンカガク"
"45020","武田薬品工業 | Takeda Pharmaceutical Company Limited | タケダヤクヒンコウギョウカブシキカイシャ"
"45030","アステラス製薬 | Astellas Pharma | アステラスセイヤク"
"45060","住友ファーマ | Sumitomo Pharma | スミトモファーマ"
"45070","塩野義製薬 | Shionogi & | シオノギセイヤク"
"88410","テーオーシー | TOC Co.,Ltd | テーオーシー"
"45120","わかもと製薬 | WAKAMOTO PHARMACEUTICAL | ワカモトセイヤク"
"45160","日本新薬 | Nippon Shinyaku | ニッポンシンヤク"
"45190","中外製薬 | CHUGAI PHARMACEUTICAL | チュウガイセイヤク"
"45510","鳥居薬品 | TORII PHARMACEUTICAL | トリイヤクヒン"
"45210","科研製薬 | KAKEN PHARMACEUTIAL | カケンセイヤク"
"49970","日本農薬 | NIHON NOHYAKU | ニホンノウヤク"
"45230","エーザイ | Eisai | エーザイ"
"45240","森下仁丹 | MORISHITA JINTAN | モリシタジンタン"
"45270","ロート製薬 | ROHTO PHARMACEUTICAL | ロートセイヤク"
"45300","久光製薬 | HISAMITSU PHARMACEUTICAL CO., | ヒサミツセイヤク"
"45280","小野薬品工業 | ONO PHARMACEUTICAL | オノヤクヒンコウギョウ"
"45340","持田製薬 | Mochida Pharmaceutical | モチダセイヤク"
"45590","ゼリア新薬工業 | ZERIA PHARMCEUTICAL | ゼリアシンヤクコウギョウ"
"45360","参天製薬 | SANTEN PHARMACEUTICAL | サンテンセイヤク"
"45260","理研ビタミン | Riken Vitamin | リケンビタミン"
"45380","扶桑薬品工業 | Fuso Pharmaceutical Industries,Ltd. | フソウヤクヒンコウギョウ"
"45390","日本ケミファ | NIPPON CHEMIPHAR | ニッポンケミファ"
"45490","栄研化学 | EIKEN CHEMICAL | エイケンカガク"
"45470","キッセイ薬品工業 | KISSEI PHARMACEUTICAL | キッセイヤクヒンコウギョウ"
"45440","Ｈ．Ｕ．グループホールディングス | H.U. Group Holdings, | エイチユーグループホールディングス"
"45480","生化学工業 | SEIKAGAKU | セイカガクコウギョウ"
"45520","ＪＣＲファーマ | JCR Pharmaceuticals | ジェーシーアールファーマ"
"45530","東和薬品 | TOWA PHARMACEUTICAL | トウワヤクヒン"
"45540","富士製薬工業 | Fuji Pharma | フジセイヤクコウギョウ"
"45560","カイノス | kainos loboratories,inc | カイノス"
"45650","ネクセラファーマ | Nxera Pharma | ネクセラファーマ"
"45680","第一三共 | DAIICHI SANKYO COMPANY, LIMITED | ダイイチサンキョウ"
"45690","杏林製薬 | KYORIN Pharmaceutical | キョウリンセイヤク"
"45700","免疫生物研究所 | Immuno-Biological Laboratories | メンエキセイブツケンキュウジョ"
"45720","カルナバイオサイエンス | Carna Biosciences, | カルナバイオサイエンス"
"49010","富士フイルムホールディングス | FUJIFILM Holdings | フジフイルムホールディングス"
"49020","コニカミノルタ | KONICA MINOLTA, | コニカミノルタ"
"49110","資生堂 | Shiseido Company, Limited | シセイドウ"
"49120","ライオン | Lion | ライオン"
"49140","高砂香料工業 | TAKASAGO INTERNATIONAL | タカサゴコウリョウコウギョウ"
"35530","共和レザー | KYOWA LEATHER CLOTH CO.,LTD | キョウワレザー"
"79710","東リ | TOLI | トウリ"
"35510","ダイニック | DYNIC | ダイニック"
"42180","ニチバン | NICHIBAN CO., LTD | ニチバン"
"49920","北興化学工業 | HOKKO CHEMICAL INDUSTRY | ホクコウカガクコウギョウ"
"42080","ＵＢＥ | UBE | ユービーイー"
"50100","日本精蝋 | NIPPON SEIRO | ニホンセイロウ"
"43610","川口化学工業 | カワグチカガクコウギョウカプシキガイシャ"
"49980","フマキラー | FUMAKILLALIMITED | フマキラー"
"42120","積水樹脂 | Sekisui Jushi | セキスイジュシ"
"49950","サンケイ化学 | SANKEI CHEMICAL | サンケイカガク"
"49870","寺岡製作所 | TERAOKA SEISAKUSHO | テラオカセイサクショ"
"43660","ダイトーケミックス | Daito Chemix | ダイトーケミックス"
"49850","アース製薬 | Earth | アースセイヤク"
"45400","ツムラ | TSUMURA & CO. | ツムラ"
"49510","エステー | S.T. | エステー"
"44100","ハリマ化成グループ | HARIMA CHEMICALS GROUP, | ハリマカセイグループ"
"42310","タイガースポリマー | TIGERS POLYMER | タイガースポリマー"
"49170","マンダム | MANDOM | マンダム"
"41070","伊勢化学工業 | ISE CHEMICALS | イセカガクコウギョウ"
"79280","旭化学工業 | ASAHI KAGAKU KOGYO CO.,LTD | アサヒカガクコウギョウ"
"79270","ムトー精工 | MUTO SEIKO CO. | ムトーセイコウ"
"49570","ヤスハラケミカル | YASUHARA CHEMICAL | ヤスハラケミカル"
"49580","長谷川香料 | T.HASEGAWA | ハセガワコウリヨウカブシキガイシヤ"
"49180","アイビー化粧品 | IVY COSMETICS | アイビーケショウヒン"
"49190","ミルボン | Milbon | ミルボン"
"49200","日本色材工業研究所 | Nippon Shikizai, | ニホンシキザイコウギョウケンキュウショ"
"49660","上村工業 | C.Uyemura & | ウエムラコウギョウ"
"49210","ファンケル | FANCL | ファンケル"
"49670","小林製薬 | KOBAYASHI PHARMACEUTICAL | コバヤシセイヤク"
"49680","荒川化学工業 | ARAKAWA CHEMICAL INDUSTRIES, LTD. | アラカワカガクコウギョウ"
"49220","コーセー | KOSE | コーセー"
"40800","田中化学研究所 | TANAKA CHEMICAL | タナカカガクケンキュウショ"
"49700","東洋合成工業 | toyo gosei | トウヨウゴウセイコウギョウ"
"42340","サンエー化研 | Sun A.Kaken Company,Limited | サンエーカケン"
"78560","萩原工業 | HAGIHARA INDUSTRIES | ハギハラコウギョウ"
"49710","メック | MEC COMPANY LTD. | メック"
"49720","綜研化学 | Soken Chemical & Engineering | ソウケンカガク"
"43680","扶桑化学工業 | FUSO CHEMICAL | フソウカガクコウギョウ"
"44640","ソフト９９ | SOFT99 | ソフトキュウキュウ"
"49940","大成ラミック | Taisei Lamick Co.,Ltd | タイセイラミック"
"49230","コタ | COTA | コタ"
"49730","日本高純度化学 | JAPAN PURE CHEMICAL | ニホンコウジュンドカガク"
"42350","ウルトラファブリックス・ホールディングス | Ultrafabrics Holdings | ウルトラファブリックスホールディングス"
"49250","ハーバー研究所 | HABA LABORATORIES, | ハーバーケンキュウジョ"
"29270","ＡＦＣ－ＨＤアムスライフサイエンス | AFC-HD AMS Life Science | エーエフシーエイチディーアムスライフサイエンス"
"49750","ＪＣＵ | JCU | ジェーシーユー"
"42410","アテクト | atect | アテクト"
"49760","東洋ドライルーブ | TOYO DRILUBE CO.,LTD | トウヨウドライルーブ"
"81310","ミツウロコグループホールディングス | Mitsuuroko Group Holdings | ミツウロコグループホールディングス"
"81320","シナネンホールディングス | SINANEN HOLDINGS | シナネンホールディングス"
"50090","富士興産 | FUJI KOSAN COMPANY, LTD. | フジコウサン"
"50110","ニチレキ | NICHIREKI  CO.,  LTD. | ニチレキ"
"50130","ユシロ化学工業 | Yushiro Chemical Industry | ユシロカガクコウギョウ"
"50170","富士石油 | Fuji Oil Company, Ltd. | フジセキユ"
"50180","ＭＯＲＥＳＣＯ | MORESCO | モレスコ"
"50190","出光興産 | Idemitsu Kosan | イデミツコウサンカブシキカイシャ"
"51010","横浜ゴム | The Yokohama Rubber Company,Limited | ヨコハマゴム"
"51080","ブリヂストン | BRIDGESTONE | ブリヂストン"
"51030","昭和ホールディングス | Showa Holdings | ショウワホールディングス"
"51050","ＴＯＹＯ　ＴＩＲＥ | Toyo Tire | トーヨータイヤ"
